temperature,ph_level,moisture,risk_score,risk_class
38.08,8.76,89.45,5,High
36.71,6.59,77.37,1,Low
39.65,8.93,82.33,5,High
38.3,8.23,95.25,5,High
39.37,7.9,85.35,5,High
36.18,4.38,57.49,0,Low
38.03,8.71,86.75,5,High
36.65,7.52,61.4,1,Low
39.28,8.68,83.7,5,High
40.13,9.01,99.53,6,High
36.38,4.96,50.29,0,Low
37.52,5.66,72.35,2,Medium
36.27,5.57,32.46,0,Low
36.99,5.65,35.45,0,Low
37.51,6.64,71.44,2,Medium
39.09,8.36,81.37,5,High
39.23,8.61,84.24,5,High
37.24,6.46,67.24,1,Low
36.45,5.16,23.09,0,Low
38.13,5.4,90.42,3,Medium
38.98,8.34,94.84,6,High
37.96,8.99,99.97,5,High
36.54,3.0,30.07,1,Low
37.2,5.51,44.09,0,Low
39.5,7.96,100.0,5,High
35.86,4.71,35.9,0,Low
37.0,4.98,44.9,0,Low
35.44,3.94,40.38,1,Low
37.78,7.92,69.26,3,Medium
37.5,8.17,85.32,5,High
37.12,7.05,73.84,1,Low
36.31,4.75,37.32,0,Low
39.72,8.73,87.72,6,High
39.13,9.5,96.98,6,High
37.92,6.45,83.83,2,Medium
35.93,4.42,50.45,0,Low
36.85,6.06,73.63,1,Low
37.84,8.04,93.93,5,High
38.69,6.87,66.27,3,Medium
36.41,5.5,54.03,0,Low
38.17,7.82,70.75,3,Medium
37.54,6.74,65.19,2,Medium
37.39,6.54,51.4,0,Low
38.52,7.53,78.13,4,High
36.95,5.43,53.15,0,Low
38.78,8.24,87.31,6,High
37.28,6.98,79.06,1,Low
39.28,6.06,74.45,3,Medium
38.43,7.32,80.7,2,Medium
38.73,7.83,61.48,3,Medium
35.83,6.07,47.69,0,Low
38.83,7.09,100.0,4,High
36.1,5.8,69.43,1,Low
37.85,6.99,58.89,1,Low
37.49,4.91,34.95,0,Low
37.14,3.62,48.06,1,Low
37.62,5.4,60.8,1,Low
38.82,8.75,100.0,6,High
38.19,7.09,71.03,2,Medium
38.02,7.05,81.19,2,Medium
38.79,7.7,86.22,5,High
36.25,5.66,50.16,0,Low
37.58,6.14,81.36,2,Medium
37.8,7.36,76.61,2,Medium
38.59,6.47,87.0,4,High
36.76,4.87,21.3,0,Low
37.75,8.02,98.83,5,High
36.15,5.56,42.01,0,Low
39.66,7.5,86.32,4,High
38.16,9.27,88.27,5,High
38.34,6.68,65.21,2,Medium
36.96,4.31,30.56,0,Low
36.23,5.25,42.57,0,Low
39.76,8.15,87.15,6,High
38.6,7.8,86.0,5,High
39.33,7.99,97.85,5,High
37.29,5.91,71.84,1,Low
38.12,7.83,63.74,2,Medium
36.57,5.96,34.73,0,Low
39.04,8.63,84.38,5,High
38.58,7.76,73.53,4,Medium
38.91,8.76,100.0,6,High
38.3,7.46,87.62,3,Medium
39.17,9.5,93.48,6,High
37.33,7.74,69.94,2,Medium
37.91,6.0,65.74,2,Medium
37.45,6.41,62.56,0,Low
36.1,4.66,34.26,0,Low
36.7,5.84,67.64,1,Low
38.12,7.39,74.67,2,Medium
38.88,7.59,96.71,5,High
38.62,7.53,63.74,3,Medium
37.36,9.36,79.29,3,Medium
36.81,5.79,41.06,0,Low
37.74,6.62,49.51,1,Low
37.36,7.32,67.54,1,Low
37.77,7.14,67.87,2,Medium
36.5,5.53,52.22,0,Low
35.87,5.45,50.03,0,Low
38.74,7.19,94.27,4,High
38.6,6.82,69.55,3,Medium
36.3,4.55,43.83,0,Low
36.49,6.36,57.51,0,Low
37.38,4.42,74.89,1,Low
40.1,9.4,75.97,5,High
36.46,4.6,51.3,0,Low
39.2,7.64,91.42,5,High
36.79,4.75,51.5,0,Low
37.48,6.46,77.87,1,Low
36.87,4.98,35.54,0,Low
38.48,8.45,89.1,5,High
36.3,5.74,61.54,0,Low
37.98,6.45,98.22,3,Medium
37.04,5.23,44.25,0,Low
36.34,5.3,48.8,0,Low
37.14,5.36,51.91,0,Low
39.12,9.3,82.24,5,Low
36.95,7.25,78.48,1,Low
38.62,6.22,66.58,3,Low
37.47,7.03,77.75,1,Low
39.26,8.66,85.56,6,High
37.84,6.6,83.48,2,Medium
38.06,6.22,95.19,3,Medium
36.54,5.36,45.06,0,Low
36.66,4.97,26.75,0,Low
36.58,5.22,44.07,0,Low
38.34,7.23,83.96,2,Medium
36.5,5.43,21.23,0,Low
36.74,6.53,34.57,0,Low
36.78,5.25,49.06,0,Low
36.29,3.96,48.4,1,Low
38.07,7.97,93.45,4,High
38.39,7.95,76.54,3,Medium
40.4,7.41,86.69,4,High
38.35,6.02,77.63,2,Medium
39.39,8.68,100.0,6,High
36.87,4.48,33.42,0,Low
37.49,7.31,75.31,1,Low
37.91,8.73,89.54,5,High
37.77,7.63,77.31,3,Medium
38.22,7.56,96.02,4,High
36.54,6.88,50.51,0,Low
36.07,4.14,54.55,0,Low
39.6,8.29,100.0,6,High
36.79,4.44,58.58,0,Low
38.38,8.07,100.0,5,High
38.11,7.98,100.0,4,Medium
39.58,7.46,83.28,3,Medium
38.55,7.7,78.2,4,High
39.64,8.17,95.42,6,High
37.5,5.03,41.85,0,Low
38.64,6.45,59.95,2,Medium
35.83,3.89,42.98,1,Low
38.26,8.33,92.13,5,High
40.12,8.46,99.03,6,High
38.02,8.48,100.0,5,High
38.99,7.46,84.25,3,Medium
36.35,4.09,29.06,0,Low
36.84,5.42,52.11,0,Low
39.5,8.62,90.06,6,High
37.58,6.95,86.17,3,Medium
36.47,5.38,31.78,0,Low
38.4,8.61,100.0,5,High
40.65,8.49,84.0,5,High
39.08,7.19,64.34,2,Medium
39.16,8.19,92.77,6,High
36.04,5.45,44.13,0,Low
37.14,3.98,16.6,1,Low
36.53,4.05,24.47,0,Low
38.13,6.82,91.95,3,Medium
37.48,4.17,30.39,0,Low
36.81,5.87,25.43,0,Low
39.49,8.76,86.75,6,High
38.43,8.02,81.66,4,High
38.76,7.91,83.93,4,High
40.08,7.9,92.64,5,High
39.71,8.3,86.45,6,Medium
38.33,4.44,61.76,1,Low
37.83,8.8,66.62,4,High
39.99,8.6,84.61,5,High
38.27,8.12,75.46,4,High
37.9,5.59,31.79,1,Low
39.72,8.05,100.0,6,Medium
36.42,5.11,47.55,0,Low
38.64,7.46,86.74,4,High
38.41,7.62,75.6,3,Medium
38.84,7.39,88.82,4,High
37.1,5.33,60.1,0,Low
37.78,7.5,79.06,2,Medium
38.09,6.56,49.91,1,Low
37.25,7.06,54.65,0,Low
36.38,5.84,38.6,0,Low
39.12,8.07,96.32,6,High
38.01,8.78,67.61,4,High
37.9,7.69,93.68,4,High
38.21,7.14,56.82,1,Low
35.98,4.46,47.75,0,Low
38.3,8.29,91.25,5,High
37.19,4.72,57.14,0,Low
37.49,5.35,46.89,0,Low
38.02,8.03,90.9,5,High
39.26,7.33,88.54,4,High
39.5,8.57,93.13,6,High
37.02,7.17,45.52,0,Low
38.9,7.93,100.0,5,High
37.12,4.35,68.06,1,Low
38.33,8.22,97.67,5,High
37.97,7.05,58.99,1,Low
36.09,5.61,34.1,0,Low
37.2,5.89,58.18,0,Low
37.99,7.09,52.28,1,Low
36.22,5.37,41.79,0,Low
37.53,8.18,57.16,3,Medium
37.95,6.6,62.36,1,Low
36.25,4.33,65.15,1,Low
36.57,4.02,53.86,0,Low
38.57,7.82,86.0,5,High
37.24,6.24,80.2,1,Low
37.96,5.01,79.48,2,Medium
38.46,6.92,64.38,1,Low
38.99,7.44,78.63,3,Medium
38.01,7.88,65.21,3,Medium
37.58,6.4,70.97,2,Medium
39.1,8.01,74.1,5,High
38.69,8.71,92.28,6,High
36.86,4.61,44.3,0,Low
39.19,8.24,84.97,5,High
39.18,7.6,92.54,5,High
37.15,5.37,64.55,0,Low
39.58,8.76,88.54,6,High
37.36,5.72,62.49,0,Low
39.86,7.3,91.19,4,High
38.08,7.16,79.46,2,Medium
38.95,8.02,100.0,6,High
36.0,3.58,51.83,1,Low
37.58,5.52,61.75,1,Low
39.78,8.73,79.74,5,High
38.05,6.72,69.62,2,Medium
37.52,7.44,73.16,2,Medium
36.06,3.81,50.83,1,Medium
36.19,3.69,50.19,1,Low
38.47,7.62,88.09,4,High
36.44,4.17,44.3,0,Low
37.92,6.85,66.74,2,Medium
36.14,3.84,59.17,1,Low
36.64,5.21,49.07,0,Low
36.44,4.67,75.14,1,Low
39.0,9.02,99.92,6,High
38.77,8.19,94.89,6,High
36.55,4.68,57.59,0,Low
37.69,5.33,59.7,1,Low
38.07,6.55,81.24,2,Medium
37.87,7.0,65.47,2,Medium
38.18,9.28,99.12,5,High
36.21,5.29,40.94,0,Low
36.42,6.07,45.1,0,Low
38.2,5.72,90.86,3,Medium
38.09,7.32,58.11,1,Low
36.58,5.97,49.75,0,Low
39.69,8.21,99.47,6,High
36.56,4.85,46.69,0,Low
36.74,5.5,46.73,0,Low
37.88,5.2,86.63,3,Medium
37.59,7.89,79.79,3,Medium
36.98,4.19,44.03,0,Low
36.26,4.3,45.94,0,Low
36.92,4.04,14.41,0,Low
37.36,6.31,48.17,0,Low
38.08,7.05,73.03,2,Medium
36.11,4.68,36.02,0,Low
38.02,7.61,55.2,2,Medium
39.33,7.65,88.46,5,High
36.61,5.47,46.14,0,Low
38.2,8.35,90.8,5,High
36.89,5.89,37.08,0,Low
36.22,3.82,69.05,2,Medium
36.17,4.21,40.34,0,Low
37.32,4.13,26.54,0,Low
36.55,4.84,51.72,0,Low
37.88,5.68,53.32,1,Low
37.36,7.02,52.01,0,Low
38.8,8.18,93.19,6,High
37.57,7.8,66.8,3,Medium
37.74,6.79,68.61,2,Medium
37.69,6.88,85.31,3,Medium
37.13,4.06,30.84,0,Low
39.36,7.89,84.42,4,High
36.94,5.74,39.7,0,Low
39.47,8.04,85.11,6,High
38.59,8.73,77.92,5,High
38.48,8.07,88.83,5,High
37.76,6.44,64.29,1,Low
36.61,4.91,37.26,0,Medium
39.36,7.75,72.03,4,High
36.46,4.59,55.94,0,Low
38.69,7.64,63.72,3,Medium
39.2,8.52,84.93,5,High
40.17,8.77,91.25,6,High
39.27,8.64,73.31,5,High
36.37,4.89,54.25,0,Low
38.09,7.79,91.23,4,High
37.42,4.8,54.97,0,Low
38.17,6.78,66.0,2,Medium
38.22,8.41,89.56,5,High
38.23,6.64,60.87,1,High
39.39,7.59,91.67,5,High
37.52,6.57,54.28,1,Low
35.92,5.75,43.9,0,Low
37.18,4.28,36.03,0,Low
38.55,8.3,53.26,4,High
38.94,7.89,89.75,5,High
38.1,6.03,71.93,2,Medium
38.65,7.16,86.76,4,High
38.37,6.75,71.23,2,Medium
35.54,3.6,41.18,1,Low
36.48,4.4,42.12,0,Low
38.29,7.38,64.47,1,Low
39.07,8.45,100.0,6,High
39.6,7.5,84.9,4,High
36.68,5.45,14.34,0,Low
38.2,7.24,58.04,1,Low
38.91,8.55,88.99,6,High
38.45,6.64,72.84,2,Medium
36.53,4.21,53.11,0,Low
38.54,7.37,46.56,2,Medium
36.31,5.03,65.26,1,Low
37.72,4.73,35.8,1,Low
38.36,7.32,62.31,1,Low
36.08,4.44,43.86,0,Low
38.43,6.34,67.8,2,Medium
38.42,6.27,81.42,2,Medium
37.68,6.82,65.26,2,Medium
37.8,6.47,70.46,2,Medium
36.56,5.45,46.66,0,Low
38.67,7.92,81.06,4,High
40.08,8.37,85.32,6,High
37.94,7.7,96.07,4,High
38.33,7.69,95.2,4,High
37.59,6.55,92.06,3,Medium
39.78,7.15,88.79,4,High
38.17,7.65,73.26,3,Medium
36.27,5.43,53.64,0,Low
38.98,8.23,92.15,6,High
36.92,5.02,44.41,0,Low
38.43,7.72,94.35,4,High
38.31,6.76,78.2,2,Medium
39.41,7.91,93.27,5,High
37.12,8.16,92.66,4,High
38.3,7.27,66.77,2,Medium
37.08,4.32,32.27,0,Low
39.29,7.68,88.2,5,High
36.09,3.29,32.68,1,Low
38.14,7.2,76.1,2,Medium
37.48,7.1,67.88,1,Low
38.09,7.83,65.34,3,Medium
37.62,5.04,50.99,1,Low
37.88,7.52,81.29,3,Medium
38.19,7.02,73.91,2,Medium
36.86,4.9,55.0,0,Low
36.32,5.0,23.78,0,Low
39.63,8.05,91.07,6,Medium
36.72,4.45,42.18,0,Low
36.89,5.17,39.83,0,Low
37.79,7.72,65.59,3,Medium
36.25,5.57,57.45,0,Low
38.64,7.03,82.38,3,Medium
36.04,4.58,27.05,0,Low
37.15,5.38,59.03,0,Low
39.06,7.55,76.48,4,High
37.91,5.3,62.86,1,Low
38.69,8.0,99.43,6,High
38.71,7.41,88.12,4,High
36.57,5.43,71.54,1,Low
37.65,8.03,64.78,3,Medium
36.92,5.87,67.96,1,Low
37.03,6.24,91.86,2,Medium
36.85,3.24,28.79,1,Low
38.92,7.97,83.49,4,High
36.95,4.8,26.74,0,Low
38.19,6.64,71.16,2,Medium
36.25,5.04,53.82,0,Low
39.37,7.79,95.09,5,High
38.47,7.92,95.44,4,High
37.81,9.18,99.31,5,High
37.78,7.11,63.59,1,Low
35.86,3.78,72.99,2,Medium
39.02,8.18,83.38,5,High
37.95,6.64,62.48,1,Low
39.01,8.44,95.64,6,High
38.8,9.09,82.45,5,High
38.18,6.3,59.23,1,Low
38.81,7.44,100.0,4,High
38.85,7.07,92.17,4,High
38.31,6.79,83.51,2,Low
35.8,5.17,41.97,0,Low
36.07,4.48,63.66,0,Low
37.73,7.18,49.61,1,Low
38.1,6.93,64.61,1,Low
36.77,4.99,55.33,0,Low
37.18,5.36,65.56,1,Low
39.94,7.8,77.26,4,High
38.76,9.08,80.96,5,High
36.8,5.07,42.94,0,Low
38.44,8.03,70.33,4,High
37.37,4.25,66.49,1,Low
39.79,8.61,73.1,5,High
39.08,7.79,87.48,5,Medium
38.17,8.73,94.12,5,High
38.26,6.88,83.31,2,Medium
38.56,5.3,74.59,3,Medium
38.38,8.9,97.11,5,High
38.26,7.28,62.77,1,Low
37.1,6.53,68.23,1,Low
39.06,7.56,91.91,5,High
37.43,5.53,76.25,1,Low
39.23,7.76,91.37,5,High
37.41,6.83,72.62,1,Low
38.27,7.98,97.67,4,High
36.67,5.17,42.0,0,Low
35.93,4.54,62.21,0,Low
37.02,5.77,23.09,0,Low
37.74,8.73,66.87,4,High
39.13,8.41,89.81,6,High
35.25,5.9,37.6,0,Low
36.82,5.29,54.21,0,Low
38.35,7.68,87.45,4,High
37.64,8.28,97.46,5,High
38.25,7.65,42.53,2,Medium
38.07,7.87,58.25,2,Medium
38.79,6.06,66.89,3,Medium
36.99,5.75,47.68,0,Low
36.95,5.51,23.22,0,Low
37.41,8.82,84.93,3,Medium
38.16,6.77,74.51,2,Medium
39.33,9.5,79.27,5,High
38.65,7.91,86.98,5,High
37.04,4.03,50.41,0,Low
36.76,5.34,56.39,0,Low
38.69,8.49,94.8,6,High
35.74,4.87,32.22,0,Low
38.26,6.58,62.71,1,Low
38.82,9.06,100.0,6,High
39.04,9.3,91.93,6,High
38.49,7.78,89.95,4,High
35.89,4.69,47.55,0,Low
36.59,5.17,30.14,0,Low
36.57,5.36,47.78,0,Low
36.48,6.06,51.53,0,Low
36.09,4.5,45.08,0,Low
39.24,8.43,87.04,6,High
37.62,4.61,29.5,1,Low
38.69,8.76,85.39,6,High
37.9,7.69,62.42,2,Medium
37.95,7.19,68.21,2,Medium
36.89,4.01,40.91,0,Low
36.36,5.28,38.94,0,Low
37.78,5.95,74.96,2,Medium
35.51,4.46,49.24,0,Low
39.37,8.83,88.7,6,High
35.44,5.57,69.03,1,Low
36.5,4.24,55.05,0,Low
39.19,8.38,90.74,6,High
38.43,6.38,60.77,1,Low
36.43,4.23,50.03,0,Low
38.76,8.69,93.18,6,Medium
37.44,5.52,40.01,0,Low
39.37,8.32,81.03,5,High
39.65,8.91,100.0,6,High
39.94,8.4,88.33,6,High
38.91,8.51,90.35,6,High
36.46,5.45,32.69,0,Low
39.16,8.87,100.0,6,High
36.69,5.15,52.79,0,Low
38.61,4.93,74.18,3,Medium
36.48,3.42,44.27,1,Low
38.74,7.1,62.05,2,Medium
39.25,8.62,88.27,6,High
37.73,7.65,79.93,3,Medium
35.9,6.42,56.19,0,Low
35.81,5.15,31.29,0,Low
38.87,8.15,99.01,6,High
37.66,5.9,73.89,2,Medium
37.7,7.48,61.63,1,Low
37.32,6.81,68.84,1,Low
37.49,4.73,21.0,0,Low
38.05,6.96,68.43,2,Medium
37.97,6.72,62.22,1,Low
39.1,8.35,81.53,5,High
37.83,6.3,62.07,1,Low
38.76,7.85,83.11,4,High
39.45,8.32,88.1,6,High
37.28,5.34,48.12,0,High
37.99,6.41,54.49,1,Low
38.07,6.57,80.36,2,Medium
35.71,4.51,26.51,0,Low
36.22,5.69,56.57,0,Low
38.42,8.52,97.84,5,High
38.04,5.04,64.51,1,Low
38.1,4.83,30.03,1,Low
36.63,4.53,33.9,0,Low
36.8,4.88,34.42,0,Low
36.39,4.3,36.51,0,Low
36.48,3.77,57.3,1,Low
38.07,7.98,83.66,3,Medium
38.68,8.16,88.49,6,High
38.6,7.33,62.53,2,Low
38.39,6.84,85.57,3,Medium
38.82,7.85,82.08,4,High
39.65,7.99,97.0,5,High
36.06,4.35,65.94,1,Low
38.5,7.57,88.87,5,High
36.94,5.13,64.06,0,Low
36.77,6.94,42.03,0,Low
37.7,7.52,67.52,3,Medium
40.33,8.77,93.81,6,High
36.69,4.29,55.64,0,Low
36.51,6.16,63.27,0,Low
36.88,4.59,41.73,0,Low
37.66,6.72,53.4,1,Low
39.51,8.2,68.42,5,High
35.9,4.57,62.42,0,Low
36.19,5.58,36.58,0,Low
37.62,5.26,56.21,1,Low
36.68,5.88,67.86,1,Low
36.58,4.97,39.85,0,Low
38.03,8.34,81.0,4,High
37.3,6.16,62.76,0,Low
37.42,6.05,58.79,0,Low
38.81,8.52,80.88,5,High
37.01,6.02,62.69,0,Low
36.2,6.07,51.04,0,Low
38.4,6.49,64.1,1,Low
35.37,5.51,36.44,0,Low
40.07,7.88,97.65,5,High
36.79,4.82,41.37,0,Low
37.07,4.65,32.45,0,Low
39.49,8.91,94.44,6,High
38.28,7.84,71.74,3,Medium
35.94,5.48,32.76,0,Low
39.27,9.28,94.0,6,High
36.35,4.82,38.87,0,Low
39.67,7.3,90.31,4,High
38.43,8.46,100.0,5,High
38.57,6.23,70.37,3,Medium
38.02,7.06,79.6,2,Medium
38.24,6.11,56.48,1,Low
38.65,6.78,54.73,2,Medium
36.84,5.12,30.98,0,Low
36.94,5.35,36.84,0,Low
36.29,6.16,55.74,0,Low
38.2,8.37,86.06,5,Medium
36.09,5.11,41.8,0,Low
38.2,5.88,54.64,1,Low
38.66,9.0,92.25,6,High
38.29,7.79,93.54,4,High
36.68,4.06,45.07,0,Low
37.33,5.17,35.2,0,Low
38.79,8.66,85.1,6,High
36.2,5.23,54.65,0,Low
36.32,5.25,35.1,0,Low
39.11,8.14,88.97,6,High
39.3,8.1,81.02,5,High
39.25,8.28,85.6,6,High
39.27,8.07,96.02,6,High
36.44,5.66,46.66,0,Low
35.51,4.32,34.0,0,Low
36.66,5.11,48.43,0,Low
36.95,6.27,40.76,0,Low
38.49,8.25,85.79,5,High
35.87,5.71,60.38,0,Low
38.01,6.01,65.62,2,Medium
37.98,8.35,94.31,5,High
38.85,7.39,89.02,4,High
36.35,5.24,30.43,0,Low
38.23,7.94,73.1,3,Medium
37.68,6.56,83.48,2,Medium
38.66,8.88,88.31,6,High
37.77,6.89,80.86,2,Medium
36.61,5.76,49.1,0,Low
38.41,8.72,81.77,4,High
39.03,6.55,100.0,4,High
37.7,6.32,74.4,2,Medium
36.31,4.61,41.49,0,Low
38.33,7.02,73.93,2,Medium
38.84,7.59,100.0,5,High
39.87,8.82,86.32,6,High
37.29,7.31,68.98,1,Low
35.35,4.99,32.02,0,Low
38.33,5.98,60.66,1,Low
39.42,7.96,100.0,5,High
38.03,7.28,76.78,2,Medium
36.11,4.01,49.56,0,Low
37.13,5.61,33.98,0,Low
38.15,6.42,71.65,2,Medium
36.29,5.26,63.09,0,Low
39.3,8.25,89.4,6,High
36.18,4.44,51.9,0,Low
38.27,7.75,70.72,3,Medium
38.87,7.77,95.26,5,High
38.84,8.62,84.07,5,High
38.09,8.38,89.27,5,High
35.91,3.93,54.0,1,Low
38.85,7.8,97.3,5,High
38.02,5.86,75.02,2,Medium
36.27,4.04,43.12,0,Low
38.01,6.45,71.09,2,Medium
37.93,6.94,59.6,1,Low
37.02,7.26,58.97,0,Low
35.38,6.17,25.33,0,Low
38.05,7.29,67.17,2,Medium
37.5,6.48,66.98,2,Medium
35.63,4.98,43.62,0,Low
38.13,7.82,99.63,4,High
36.87,5.32,50.49,0,Low
38.95,7.59,95.11,5,High
36.55,5.26,35.14,0,Low
39.19,7.87,97.79,5,High
37.41,8.32,54.7,2,Low
37.53,4.98,61.16,1,Low
36.6,4.91,19.57,0,Low
39.04,8.34,100.0,6,High
39.28,8.9,94.32,6,High
36.56,4.75,50.33,0,Low
38.21,5.99,71.47,2,Medium
37.79,8.27,71.64,4,High
36.66,4.78,21.23,0,Low
39.0,7.18,75.41,3,Medium
39.59,8.18,92.14,6,High
38.58,8.42,97.26,6,High
37.95,7.31,94.67,3,Medium
37.05,3.86,43.82,1,Low
36.84,4.28,21.4,0,Low
38.16,7.61,66.41,3,Medium
36.84,5.93,44.34,0,Low
37.87,6.87,75.18,2,Medium
36.44,5.61,43.75,0,Low
37.55,4.25,59.8,1,Low
36.49,4.98,44.56,0,Low
36.39,4.75,41.12,0,Low
37.56,8.26,85.78,5,High
36.42,4.73,60.3,0,Low
39.3,9.03,84.98,5,High
37.46,5.16,49.48,0,High
36.94,4.97,23.01,0,Low
37.31,6.89,60.83,0,Low
38.93,7.45,86.06,4,High
37.17,4.37,31.83,0,Low
36.6,5.06,36.13,0,Low
39.93,8.35,98.52,6,Low
37.56,5.91,72.18,2,Medium
37.98,6.55,62.1,1,Low
38.16,7.52,97.2,4,High
38.67,8.02,88.65,6,High
37.98,6.21,62.93,1,Low
38.05,6.77,68.76,2,Medium
36.58,4.45,58.28,0,Low
36.66,3.56,42.42,1,Low
37.41,8.74,72.5,3,Medium
37.03,5.69,42.61,0,Low
39.41,8.22,92.11,6,High
38.93,8.17,93.05,6,High
36.0,5.8,40.58,0,Low
37.73,7.13,68.41,2,Medium
37.47,4.34,46.01,0,Low
37.23,6.64,64.06,0,Low
36.58,3.96,46.51,1,Low
36.66,6.38,74.68,1,Low
38.16,7.15,59.82,1,Low
38.31,6.1,67.94,2,Medium
37.47,7.17,59.21,0,Low
36.82,3.32,38.59,1,Low
39.04,7.89,81.16,4,High
38.71,8.53,93.04,6,High
39.54,7.84,99.52,5,High
38.43,6.66,95.47,3,Medium
39.04,8.19,80.96,5,High
37.61,7.54,81.6,3,Medium
38.48,8.0,68.58,3,Medium
36.46,4.92,54.63,0,Low
36.3,4.79,59.58,0,Low
38.83,6.34,72.17,3,Medium
38.94,6.94,91.28,4,High
39.82,8.27,96.69,6,High
36.77,4.25,48.09,0,Low
38.84,8.86,94.38,6,High
35.65,5.35,63.97,0,Low
38.95,6.79,50.41,2,Medium
39.36,8.28,100.0,6,High
37.96,6.81,68.57,2,Medium
38.68,8.3,92.42,6,High
39.62,7.48,75.51,3,Medium
38.33,7.97,85.1,4,High
37.17,6.34,76.49,1,Low
38.15,6.4,79.03,2,Medium
35.55,5.22,54.21,0,Low
38.5,6.12,76.71,2,Medium
38.92,8.06,89.15,6,High
38.1,8.52,72.79,4,High
37.61,6.85,49.59,1,High
36.72,6.36,45.66,0,Low
37.44,7.01,70.93,1,Low
37.08,5.65,42.39,0,Low
38.36,8.78,87.74,5,High
38.2,7.92,65.93,3,Medium
35.77,4.16,43.24,0,Low
36.27,5.09,38.66,0,Low
39.07,7.8,89.15,5,High
38.18,8.66,100.0,5,High
39.1,7.82,87.7,5,High
35.46,4.75,53.81,0,Low
36.81,5.26,27.55,0,Low
36.81,5.47,49.79,0,Medium
39.07,7.49,89.75,4,High
39.52,8.61,95.44,6,High
38.7,7.87,87.17,5,High
35.84,5.43,28.26,0,Low
36.55,4.71,55.63,0,Low
38.42,8.78,95.83,5,High
39.05,7.77,84.07,4,High
38.97,8.07,90.68,6,High
36.25,4.63,52.88,0,Low
37.1,3.88,42.05,1,Low
36.07,5.91,57.53,0,Low
38.03,7.57,92.72,4,High
38.42,7.85,80.95,3,Medium
37.66,6.83,70.84,2,Medium
36.12,5.82,29.66,0,Low
37.87,8.14,100.0,5,High
36.81,4.27,36.18,0,Low
39.18,8.73,90.59,6,High
39.36,8.36,88.64,6,High
39.47,8.46,85.15,6,High
39.05,8.36,97.07,6,High
38.05,6.65,89.84,3,Medium
38.27,6.73,74.55,2,Medium
36.44,5.42,48.19,0,Low
39.65,8.63,86.52,6,High
38.4,8.18,86.57,5,High
36.36,5.53,52.13,0,Low
40.0,7.75,78.73,4,High
35.53,6.04,46.22,0,Low
37.43,5.49,73.83,1,Low
36.85,4.79,39.3,0,Low
38.21,7.72,63.66,2,Medium
37.58,6.93,62.22,1,Low
38.05,6.8,75.06,2,Medium
38.55,8.31,82.66,5,Medium
38.73,8.32,91.76,6,High
38.09,6.86,63.08,1,Low
38.74,7.28,88.44,4,High
37.49,6.71,69.29,1,High
35.94,6.42,44.61,0,High
36.66,3.79,32.32,1,Low
37.1,4.03,34.73,0,Low
39.18,8.47,82.13,5,High
38.17,7.95,66.55,3,Medium
37.69,7.12,67.67,2,Medium
38.36,6.95,50.46,1,Low
38.57,7.75,91.53,5,High
37.06,7.44,70.16,1,Low
36.97,4.46,60.11,0,Low
37.36,4.37,62.26,0,Low
39.17,6.04,80.57,3,Medium
38.26,6.77,59.09,1,Low
38.87,9.5,90.58,6,High
38.05,7.35,62.85,1,Low
38.89,8.92,90.8,6,High
38.47,6.62,54.29,1,Low
37.23,6.62,75.26,1,Low
38.22,7.49,75.31,2,Medium
38.16,8.59,55.1,3,Medium
40.0,7.5,98.01,4,High
35.86,5.5,41.74,0,Low
37.74,7.85,68.88,3,Medium
36.38,4.76,32.05,0,Low
38.97,8.44,99.63,6,High
38.62,7.59,92.36,5,High
37.86,7.01,75.19,2,Medium
38.8,7.72,85.1,5,High
37.69,5.72,81.6,2,Medium
36.62,5.34,45.04,0,Low
38.46,7.11,83.26,2,Medium
37.63,9.48,79.39,4,High
36.99,5.32,45.96,0,Low
37.27,4.97,26.21,0,Low
36.71,5.78,51.87,0,Low
38.71,8.21,95.76,6,High
38.3,4.44,69.27,2,Medium
38.82,7.67,97.25,5,High
39.02,8.18,94.0,6,High
38.0,7.47,71.45,2,Medium
38.82,8.03,94.55,6,High
36.2,4.84,26.69,0,Low
36.6,6.27,61.18,0,Low
38.0,6.98,67.7,2,Medium
37.72,8.3,65.84,4,High
35.34,5.58,59.21,0,Low
36.34,5.32,45.23,0,Low
36.46,6.3,36.96,0,Low
39.65,8.7,81.68,5,High
39.26,6.93,78.76,3,Medium
38.82,7.89,98.63,5,High
37.67,6.28,75.1,2,Medium
37.65,5.42,66.87,2,Medium
39.34,7.76,94.27,5,High
38.58,6.7,40.27,2,Medium
36.37,4.81,49.03,0,Low
37.94,7.23,73.64,2,Medium
39.5,7.6,85.0,4,High
38.05,6.54,82.29,2,Medium
38.95,8.36,95.86,6,High
37.81,8.85,90.96,5,High
36.4,3.72,17.65,1,Low
39.21,8.98,92.42,6,High
37.51,7.89,56.89,2,Medium
38.84,8.51,73.81,5,High
36.78,5.64,37.19,0,Low
37.76,6.18,82.41,2,Medium
36.65,5.69,60.36,0,Low
36.79,4.29,57.28,0,Low
37.78,9.26,84.39,4,High
36.64,4.96,42.52,0,Low
38.16,6.57,56.91,1,Low
35.95,4.63,50.82,0,Low
37.09,4.92,41.53,0,Low
38.6,5.7,86.56,4,High
38.89,8.91,87.42,6,High
